document_title,document_number,action,publication_date,pdf_url,abstract,excerpts,topics,dates,page_length,start_page,end_page,significant,agency_names,agency_ids,agency_urls,agency_parent_ids,agency_slugs,cfr_titles,cfr_parts
Authorization of Emergency Use of an In Vitro Diagnostic Device in Response to an Outbreak of Mpox; Availability,2022-28460,Notice.,2022-12-30,https://www.govinfo.gov/content/pkg/FR-2022-12-30/pdf/2022-28460.pdf,"The Food and Drug Administration (FDA) is announcing the issuance of an Emergency Use Authorization (EUA) (the Authorization) under the Federal Food, Drug, and Cosmetic Act (FD&C Act) in response to an outbreak of mpox. FDA has issued an Authorization for an in vitro diagnostic device as requested by Roche Molecular Systems, Inc. The Authorization contains, among other things, conditions on the emergency use of the authorized product. The Authorization follows the August 9, 2022, determination by the Secretary of Health and Human Services (HHS) that there is a public health emergency, or a significant potential for a public health emergency, that affects, or has a significant potential to affect, national security or the health and security of U.S. citizens living abroad, and that involves monkeypox virus. On the basis of such determination, the Secretary of HHS declared, on September 7, 2022, that circumstances exist justifying the authorization of emergency use of in vitro diagnostics for detection and/or diagnosis of infection with the monkeypox virus, including in vitro diagnostics that detect and/or diagnose infection with non-variola Orthopoxvirus, pursuant to the FD&C Act, subject to terms of any authorization issued under that section. The Authorization, which includes an explanation of the reasons for issuance, is reprinted in this document.","The Food and Drug Administration (FDA) is announcing the issuance of an Emergency Use Authorization (EUA) (the Authorization) under the Federal Food, Drug, and Cosmetic Act (FD&C Act) in response to an outbreak of mpox. FDA has issued an Authorization...",,"The Authorization is effective as of November 15, 2022.",11,80542,80552,,"Health and Human Services Department, Food and Drug Administration","221, 199","https://www.federalregister.gov/agencies/health-and-human-services-department, https://www.federalregister.gov/agencies/food-and-drug-administration","None, 221","health-and-human-services-department, food-and-drug-administration",,
Acute Radiation Syndrome Medical Countermeasures-Amendment,2022-28437,Declaration amendment.,2022-12-30,https://www.govinfo.gov/content/pkg/FR-2022-12-30/pdf/2022-28437.pdf,"The Secretary is amending the Declaration issued in the Federal Register of October 10, 2008, and as amended and republished January 1, 2016, pursuant to the Public Health Service Act, to extend the effective time period of the Republished Declaration, as amended.","The Secretary is amending the Declaration issued in the Federal Register of October 10, 2008, and as amended and republished January 1, 2016, pursuant to the Public Health Service Act, to extend the effective time period of the Republished Declaration,...",,"This amendment of the January 1, 2016, Republished Declaration is effective January 1, 2023.",3,80552,80554,,"Health and Human Services Department, ","221, ","https://www.federalregister.gov/agencies/health-and-human-services-department, ","None, ","health-and-human-services-department, ",,
National Institute on Drug Abuse; Notice of Closed Meetings,2022-28449,,2022-12-30,https://www.govinfo.gov/content/pkg/FR-2022-12-30/pdf/2022-28449.pdf,,,,"January 30, 2023.",1,80554,80554,,"Health and Human Services Department, National Institutes of Health","221, 353","https://www.federalregister.gov/agencies/health-and-human-services-department, https://www.federalregister.gov/agencies/national-institutes-of-health","None, 221","health-and-human-services-department, national-institutes-of-health",,
National Institute of Mental Health; Notice of Closed Meeting,2022-28446,,2022-12-30,https://www.govinfo.gov/content/pkg/FR-2022-12-30/pdf/2022-28446.pdf,,,,"January 24, 2023.",2,80554,80555,,"Health and Human Services Department, National Institutes of Health","221, 353","https://www.federalregister.gov/agencies/health-and-human-services-department, https://www.federalregister.gov/agencies/national-institutes-of-health","None, 221","health-and-human-services-department, national-institutes-of-health",,
National Institute of Mental Health; Notice of Closed Meeting,2022-28445,,2022-12-30,https://www.govinfo.gov/content/pkg/FR-2022-12-30/pdf/2022-28445.pdf,,,,"February 3, 2023.",1,80555,80555,,"Health and Human Services Department, National Institutes of Health","221, 353","https://www.federalregister.gov/agencies/health-and-human-services-department, https://www.federalregister.gov/agencies/national-institutes-of-health","None, 221","health-and-human-services-department, national-institutes-of-health",,
National Human Genome Research Institute; Notice of Meeting,2022-28447,,2022-12-30,https://www.govinfo.gov/content/pkg/FR-2022-12-30/pdf/2022-28447.pdf,,,,"February 13-14, 2023.",1,80555,80555,,"Health and Human Services Department, National Institutes of Health","221, 353","https://www.federalregister.gov/agencies/health-and-human-services-department, https://www.federalregister.gov/agencies/national-institutes-of-health","None, 221","health-and-human-services-department, national-institutes-of-health",,
National Institute of Dental and Craniofacial Research; Notice of Meeting,2022-28448,,2022-12-30,https://www.govinfo.gov/content/pkg/FR-2022-12-30/pdf/2022-28448.pdf,,,,"January 25, 2023.",2,80555,80556,,"Health and Human Services Department, National Institutes of Health","221, 353","https://www.federalregister.gov/agencies/health-and-human-services-department, https://www.federalregister.gov/agencies/national-institutes-of-health","None, 221","health-and-human-services-department, national-institutes-of-health",,
Prospective Grant of an Exclusive Patent License: Development and Commercialization of Natural Killer Cell Therapies for Cancer,2022-28404,Notice.,2022-12-30,https://www.govinfo.gov/content/pkg/FR-2022-12-30/pdf/2022-28404.pdf,"The National Cancer Institute, an institute of the National Institutes of Health, Department of Health and Human Services, is contemplating the grant of an Exclusive Patent License to practice the inventions embodied in the Patents and Patent Applications listed in the Supplementary Information section of this notice to Replay Holdings LLC (""Replay"") located in San Diego, California.","The National Cancer Institute, an institute of the National Institutes of Health, Department of Health and Human Services, is contemplating the grant of an Exclusive Patent License to practice the inventions embodied in the Patents and Patent...",,"Only written comments and/or applications for a license which are received by the National Cancer Institute's Technology Transfer Center on or before January 17, 2023 will be considered.",10,80556,80565,,"Health and Human Services Department, National Institutes of Health","221, 353","https://www.federalregister.gov/agencies/health-and-human-services-department, https://www.federalregister.gov/agencies/national-institutes-of-health","None, 221","health-and-human-services-department, national-institutes-of-health",,
National Institute on Aging; Notice of Meeting,2022-28457,,2022-12-30,https://www.govinfo.gov/content/pkg/FR-2022-12-30/pdf/2022-28457.pdf,,,,"September 19-20, 2023.",2,80565,80566,,"Health and Human Services Department, National Institutes of Health","221, 353","https://www.federalregister.gov/agencies/health-and-human-services-department, https://www.federalregister.gov/agencies/national-institutes-of-health","None, 221","health-and-human-services-department, national-institutes-of-health",,
Agency Information Collection Activities; Submission to the Office of Management and Budget for Review and Approval; Federal Fish and Wildlife Applications and Reports-Law Enforcement,2022-28426,Notice of information collection; request for comment.,2022-12-30,https://www.govinfo.gov/content/pkg/FR-2022-12-30/pdf/2022-28426.pdf,"In accordance with the Paperwork Reduction Act of 1995, we, the U.S. Fish and Wildlife Service (Service), are proposing to revise an existing information collection.","In accordance with the Paperwork Reduction Act of 1995, we, the U.S. Fish and Wildlife Service (Service), are proposing to revise an existing information collection.",,"Interested persons are invited to submit comments on or before January 30, 2023.",3,80566,80568,,"Interior Department, Fish and Wildlife Service","253, 197","https://www.federalregister.gov/agencies/interior-department, https://www.federalregister.gov/agencies/fish-and-wildlife-service","None, 253","interior-department, fish-and-wildlife-service",,
