document_title,document_number,action,publication_date,pdf_url,abstract,excerpts,topics,dates,page_length,start_page,end_page,significant,agency_names,agency_ids,agency_urls,agency_parent_ids,agency_slugs,cfr_titles,cfr_parts
Canned Tuna Deviating From the Standard of Identity; Amendment of Temporary Marketing Permits,2021-28164,Notice.,2021-12-28,https://www.govinfo.gov/content/pkg/FR-2021-12-28/pdf/2021-28164.pdf,"The Food and Drug Administration (FDA or we) is amending the temporary permits issued to Bumble Bee Foods, LLC, and StarKist Seafood Co. to market test canned tuna. The Bumble Bee Foods, LLC's temporary permit is amended to add one additional manufacturing location. The StarKist Seafood Co.'s temporary permit is amended to increase the amount of test product and to add one additional manufacturing location. These amendments will allow the applicants to continue to test market the test product and collect data on consumer acceptance.","The Food and Drug Administration (FDA or we) is amending the temporary permits issued to Bumble Bee Foods, LLC, and StarKist Seafood Co. to market test canned tuna. The Bumble Bee Foods, LLC's temporary permit is amended to add one additional...",,,2,73789,73790,,"Health and Human Services Department, Food and Drug Administration","221, 199","https://www.federalregister.gov/agencies/health-and-human-services-department, https://www.federalregister.gov/agencies/food-and-drug-administration","None, 221","health-and-human-services-department, food-and-drug-administration",,
National Institute of General Medical Sciences; Notice of Meeting,2021-28093,,2021-12-28,https://www.govinfo.gov/content/pkg/FR-2021-12-28/pdf/2021-28093.pdf,,,,"May 19, 2022.",1,73790,73790,,"Health and Human Services Department, National Institutes of Health","221, 353","https://www.federalregister.gov/agencies/health-and-human-services-department, https://www.federalregister.gov/agencies/national-institutes-of-health","None, 221","health-and-human-services-department, national-institutes-of-health",,
National Institute of General Medical Sciences; Amended Notice of Meeting,2021-28103,,2021-12-28,https://www.govinfo.gov/content/pkg/FR-2021-12-28/pdf/2021-28103.pdf,,,,,1,73790,73790,,"Health and Human Services Department, National Institutes of Health","221, 353","https://www.federalregister.gov/agencies/health-and-human-services-department, https://www.federalregister.gov/agencies/national-institutes-of-health","None, 221","health-and-human-services-department, national-institutes-of-health",,
National Institute of Allergy and Infectious Diseases; Notice of Closed Meetings,2021-28150,,2021-12-28,https://www.govinfo.gov/content/pkg/FR-2021-12-28/pdf/2021-28150.pdf,,,,"January 25-26, 2022.",2,73790,73791,,"Health and Human Services Department, National Institutes of Health","221, 353","https://www.federalregister.gov/agencies/health-and-human-services-department, https://www.federalregister.gov/agencies/national-institutes-of-health","None, 221","health-and-human-services-department, national-institutes-of-health",,
National Institute of General Medical Sciences; Notice of Meeting,2021-28096,,2021-12-28,https://www.govinfo.gov/content/pkg/FR-2021-12-28/pdf/2021-28096.pdf,,,,"September 15, 2022.",1,73791,73791,,"Health and Human Services Department, National Institutes of Health","221, 353","https://www.federalregister.gov/agencies/health-and-human-services-department, https://www.federalregister.gov/agencies/national-institutes-of-health","None, 221","health-and-human-services-department, national-institutes-of-health",,
National Institute of Diabetes and Digestive and Kidney Diseases; Notice of Meetings,2021-28097,,2021-12-28,https://www.govinfo.gov/content/pkg/FR-2021-12-28/pdf/2021-28097.pdf,,,,"September 7-8, 2022.",2,73791,73792,,"Health and Human Services Department, National Institutes of Health","221, 353","https://www.federalregister.gov/agencies/health-and-human-services-department, https://www.federalregister.gov/agencies/national-institutes-of-health","None, 221","health-and-human-services-department, national-institutes-of-health",,
National Institute on Aging; Notice of Closed Meeting,2021-28091,,2021-12-28,https://www.govinfo.gov/content/pkg/FR-2021-12-28/pdf/2021-28091.pdf,,,,"March 23, 2022.",1,73792,73792,,"Health and Human Services Department, National Institutes of Health","221, 353","https://www.federalregister.gov/agencies/health-and-human-services-department, https://www.federalregister.gov/agencies/national-institutes-of-health","None, 221","health-and-human-services-department, national-institutes-of-health",,
Prospective Grant of Exclusive Patent License: “Griffithsin Compositions for Treatment and Prevention of Anti-Viral Infections”,2021-28196,Notice.,2021-12-28,https://www.govinfo.gov/content/pkg/FR-2021-12-28/pdf/2021-28196.pdf,"The National Cancer Institute (NCI), National Institutes of Health, Department of Health and Human Services, is contemplating the grant of an exclusive, sublicensable patent license to University of Louisville Research Foundation, (""ULRF"") in its rights to the inventions and patents listed in the Supplementary Information section of this notice. ULRF is a Kentucky 501(c)3 non-profit corporation that is the agent of the University of Louisville (""UofL"") for licensing intellectual property owned and controlled by ULRF on behalf of UofL.","The National Cancer Institute (NCI), National Institutes of Health, Department of Health and Human Services, is contemplating the grant of an exclusive, sublicensable patent license to University of Louisville Research Foundation, (""ULRF"") in its...",,"Only written comments and/or applications for a license which are received by the NCI Technology Transfer Center January 12, 2022 will be considered.",2,73792,73793,,"Health and Human Services Department, National Institutes of Health","221, 353","https://www.federalregister.gov/agencies/health-and-human-services-department, https://www.federalregister.gov/agencies/national-institutes-of-health","None, 221","health-and-human-services-department, national-institutes-of-health",,
National Institute of Diabetes and Digestive and Kidney Diseases; Notice of Closed Meetings,2021-28101,,2021-12-28,https://www.govinfo.gov/content/pkg/FR-2021-12-28/pdf/2021-28101.pdf,,,,"February 14, 2022.",1,73793,73793,,"Health and Human Services Department, National Institutes of Health","221, 353","https://www.federalregister.gov/agencies/health-and-human-services-department, https://www.federalregister.gov/agencies/national-institutes-of-health","None, 221","health-and-human-services-department, national-institutes-of-health",,
National Center for Advancing Translational Sciences; Notice of Closed Meeting,2021-28088,,2021-12-28,https://www.govinfo.gov/content/pkg/FR-2021-12-28/pdf/2021-28088.pdf,,,,"February 2, 2022.",2,73793,73794,,"Health and Human Services Department, National Institutes of Health","221, 353","https://www.federalregister.gov/agencies/health-and-human-services-department, https://www.federalregister.gov/agencies/national-institutes-of-health","None, 221","health-and-human-services-department, national-institutes-of-health",,
National Institute on Aging; Notice of Closed Meeting,2021-28099,,2021-12-28,https://www.govinfo.gov/content/pkg/FR-2021-12-28/pdf/2021-28099.pdf,,,,"March 2, 2022.",1,73794,73794,,"Health and Human Services Department, National Institutes of Health","221, 353","https://www.federalregister.gov/agencies/health-and-human-services-department, https://www.federalregister.gov/agencies/national-institutes-of-health","None, 221","health-and-human-services-department, national-institutes-of-health",,
National Institute on Aging; Notice of Closed Meetings,2021-28100,,2021-12-28,https://www.govinfo.gov/content/pkg/FR-2021-12-28/pdf/2021-28100.pdf,,,,"January 28, 2022.",1,73794,73794,,"Health and Human Services Department, National Institutes of Health","221, 353","https://www.federalregister.gov/agencies/health-and-human-services-department, https://www.federalregister.gov/agencies/national-institutes-of-health","None, 221","health-and-human-services-department, national-institutes-of-health",,
